ID,Text,Sentiment
353,b'Spring has sprung in #Manchester: The Soviet-era statue of Friedrich Engels - a refugee from #fascism in Post-Maidan #Ukraine - looking good in the March sunshine. #UkraineFailedState #Biden #BidensWar #Zelensky \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #AzovBattalion https://t.co/BgarSLmq9d',0
354,"b'Russian Defense Ministry: The Russian forces launched long-range, high-precision strikes on Ukrainian military facilities during the day. \nRussian air defenses shoot down 6 drones in Ukraine, including Bayraktar TV2 near Kharkov.\n#Russia #Ukraine #Russia_Ukraine'",0
355,b'Russia invades Ukraine: Live updates - CNN\n #Ukraine #Russia #Putin \nhttps://t.co/jlAOdDak3R',0
356,b'Geodis to offer humanitarian aid in Ukraine\n\nRead the full article: https://t.co/9hAwiPbq0N\n\n#geodis #Russia #Ukraine',1
357,b'Russia invades Ukraine: Live updates - CNN\n #Ukraine #Russia #Putin \nhttps://t.co/TnRbEh63YQ',0
358,b'@ZelenskyyUa @JustinTrudeau Wish \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6would push to close the sky over \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 I am aware of the consequences to NATO. I for one would rather fight this fight then wait around for Russia to call the shots. Take the power back. #NATO #Ukraine #Zelenskyy',0
359,"b'For the last 8 years, I\'ve been pretty much stuck in an infinite loop of:\n"" - They are lying about X. They\'re going to do Y.\n- No way, you\'re crazy. Why would they lie about this?\n- ...\n- Omg how did you know?!""\nOver and over again \xf0\x9f\x94\x84 #StandWithUkraine #Ukraine https://t.co/9T3Ii1Dr4t https://t.co/DgKoGj025e'",0
360,b'@nikiASSASSIN is greatestttt bitch and his butch @Bogdanovic are bitcehs and they deserve hell bitch #Ukraine #FriendsOfTheDictactor  #luciferdiaries  #Nohomo',0
361,"b'@BorisJohnson @umashankarsingh @narendramodi Ja pagle, it was you and @POTUS who is responsible for #Ukraine current situation\xe2\x80\xa6 #Shame on you\xe2\x80\xa6 and one more thing, india will continue buying crude oil from Russia\xe2\x80\xa6 now fuckoff'",0
362,"b'@TeamPelosi @NikemaWilliams ""Mr. Deptula said transferring these jets into #Ukraine is critical. \xe2\x80\x9cWithout resupply,\xe2\x80\x9d he said, \xe2\x80\x9cthey will run out of airplanes before they run out of pilots.\xe2\x80\x9d""\n\nHow about doing something to #SaveUkraine?? #StopTheWar #HelpUkraine #StopRussia #StopPutin  https://t.co/BbAnt5IZPf'",0
363,b'I am #German and so #European and I accept and love #Ukraine.',1
364,"b'@EuropeElects @patmalnieksj Dear friend, some Latvian companies still  doing business with #Russia. Help #Ukraine! Please stop giving money to #Putin and his murderers. We must stop #PutinsWarCrimes in #Ukraine! #Latvia #BoycottRussia #Latviabusiness https://t.co/9Lfmqj7Ur2'",0
365,b'#war #ukraine #Hacked #invasion \n\n@kaspersky russian hack?\xf0\x9f\xa4\xae\n\nhttps://t.co/tZRsmM0sEt',0
366,"b""@smc429 Agreed. I commiserate; as for me, I'm waiting for the #January6thCommittee to get into full swing. I think they'll provide some relief, but #Ukraine is #1 priority for me at this moment. \n#ProsecuteAllCrime""",0
367,"b""@nexta_tv #russia is not a country, it's a f***ing insane state of mind.""",0
368,"b""Look back last 26 days. Russian\xf0\x9f\x87\xb7\xf0\x9f\x87\xba Federation Military efforts in freeing breakaway state, Ukraine from it's extremists. #Donbass #Russia\nBackdrops unavoidable. \nhttps://t.co/wpLi92iylA""",0
369,"b'To good to be true I guess, but why not placing it here? #Ukraine #Russia https://t.co/h97e9KA94L'",1
370,"b'#RussianMod: The #RussianAirForce destroyed 83 #Ukrainianmilitary facilities, including 4 command centers and 4 air defenses. \nSince the beginning of the operation in #Ukraine,236 Ukrainian drones,185 air defenses and 1,547 tanks,vehicles and armored vehicles have been destroyed.'",0
371,"b'#Zaporizhzhia region, Russian T-90 turned into scrap metal\n#war #Ukraine #UkraineRussiaWar https://t.co/vSMG88TsoR'",1
372,b'Russian swimmer Evgeny #Rylov attended #Putin\xe2\x80\x99s #Nazi rally with a big \xe2\x80\x9c#Z\xe2\x80\x9d on his chest.  The #Speedo sponsored swimmer showed his true Nazi believes on Friday.  Never wearing anything Speedo again!\n\n#UkraineRussianWar #PutinWarCriminal #Russia #Olympics #IStandWithPutin https://t.co/1PeoBrje5O',0
373,"b""@McFaul It's a wonderful idea if you live in a country that is not dependent on Russia for it's oil. Sounds wonderful in theory but in reality its just pie in the sky.  Never gonna happen. #Ukraine""",0
374,"b'I need your help\nThis is a charity\nThank you very much, everyone who helps\n25 Kitten, drawn by the girl Vika 7 years from our team\nShe wanted to put her for sale to donate victims in Ukraine\n#NFT #NFTs #NFTartist #nftart #Ukraine #Help #NFTCommunity 5\nhttps://t.co/t98crP89Pw'",1
375,"b'Today,#Israel opened a field hospital in Mostyska, #Ukraine \xf0\x9f\x87\xae\xf0\x9f\x87\xb1\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\n \nThe #Jewish state is t/1st country to establish such a life-saving facility in t/war-torn nation\n \nThe hospital is named after Israeli Prime Minister Golda Meir,a native of Kyiv @AJCGlobal \nhttps://t.co/KPLPd9LBV6 https://t.co/nW1ccog6um'",1
376,"b'An interesting idea, but in my opinion, #Putin\xe2\x80\x98s \xe2\x80\x9cgrand plan\xe2\x80\x9c is to reestablish the former #Sovietunion\xe2\x80\x99s borders, starting with #Ukraine, which he thought would be easy. \n\nOnce he is able to accomplish this he will go on to the other former SSRs\xe2\x80\xa6 1/ https://t.co/cwyZ8uE9VL'",0
377,b'Ukraine war spillover overwhelms poor countries still reeling from Covid-19 https://t.co/YpeKelp0Nv \n\n#Ukraine #UkraineRussianWar #UkraineUnderAttack #UkraineUnderAtta\xd1\x81k #UkraineKrieg #UkraineRussia #UkraineConflict #UkraineRussiaConflict',0
378,b'@AdityaRajKaul India is firm in its belief that national interest is important.  \n\nBTW I remember there was some random talk of Jr Biden\xe2\x80\x99s business interest in #Ukraine during congressional hearing of Trump impeachment. But that didn\xe2\x80\x99t get media attention.',0
379,"b'@republic @POTUS ,old piece of fossil -Stop calling India\xe2\x80\x99s response to #RussianUkrainianWar\xe2\x80\x9cshaky\xe2\x80\x9d. It\xe2\x80\x99s not,It protects India\xe2\x80\x99s legitimate national interest unlike the US which illegally invaded Iraq and imposed a 10 year long no-fly zone over it, causing the deaths of millions of Iraqis'",0
380,"b""#Ukraine It's too late Ukraine.. because Americans and Europeans were allowed to enter the amount of that war.. You should wake up.. This is the first urgent solution. https://t.co/Bp4jnLvIz4""",0
381,b'#markets dipped on hopes last week of a #Peaceful #resolution but that appears to be long in the #grass for now. #Ukraine\xe2\x80\x99s #exports are expected to remain at a stop this week. #US exports rose by 7.6% this week according to the #USDA. \n\nRead here: https://t.co/83NpUcWSeq\n\n#news https://t.co/1eMtZLwczm',0
382,b'Ukraine pleads for help as more bombs hit besieged Mariupol\n#Ukraine #Russia \nhttps://t.co/GU0kSX6UBe',0
383,"b'I need your help\nThis is a charity\nThank you very much, everyone who helps\n25 Kitten, drawn by the girl Vika 7 years from our team\nShe wanted to put her for sale to donate victims in Ukraine\n#NFT #NFTs #NFTartist #nftart #Ukraine #Help #NFTCommunity 4\nhttps://t.co/t98crP89Pw'",0
384,"b""@CentreGround6 @Rebel44CZ On the contrary - supplies are arriving from the West every day. #Russia is losing a general on average every 4 days. They only started out with 20.\n\nIt's already lost - both in Ukraine and back home. It just doesn't know it yet.\n\n#Ukraine be like...\n#Sanctions #StoneAge #Economy https://t.co/rLtEplflnN""",1
385,"b""Over-simplifying! Like comparing #Putin (v evil) to a school #bully &amp; then drawing a moral f/ that schoolyard. But schoolkids dont have #nukes. &amp; one can't compare UK economy w/ families who do have to balance their books! Bc of Keynesian theory! \n@MrJamesOB #Russia #Ukraine #war https://t.co/TeAtcHXKXb""",0
386,b'Every day that passes #Russia wages an illegal war upon a peaceful neighbour. Join the urgent call for a new #NurembergTribunal to investigate #Putin and his cronies for the international crime of #aggression. #StandWithUkraine Sign &amp; RT: https://t.co/OLE6vr714Q',1
387,b'22/03/2022 #StandWithUkraine #Ukraine #Kharkiv #kyiv #Mariupol  #Odesa #Kherson   ** Verified** https://t.co/JgghA32FBR',0
388,"b'The world over, culturally intolerant and insecure people from the inlands hate the cosmopolitan vibrancy of port cities.\n#Odessa #Ukraine #UkraineWar #UkraineRussianWar \n \nhttps://t.co/dPfMalm92J'",0
389,"b'I need your help\nThis is a charity\nThank you very much, everyone who helps\n25 Kitten, drawn by the girl Vika 7 years from our team\nShe wanted to put her for sale to donate victims in Ukraine\n#NFT #NFTs #NFTartist #nftart #Ukraine #Help #NFTCommunity 3\nhttps://t.co/t98crP89Pw'",0
390,b'@joeygilbertinc \xf0\x9f\x9a\xa8 Victoria Nuland actually said all these things about NIOLABS #Russia #Ukraine https://t.co/1JGWwaNJ1i',0
391,"b""Rapid Reaction Force: \n\nIt won't be the fortunate sons and daughters of Government Ministers, who will be sent out to die in the interest of capitalism.\n\nIt will be the sons and daughters of the working-class!\n\n@SocialistParty \n#ukraine #russia #antiwar https://t.co/AIbJYC2N8H""",0
392,"b'@KyivIndependent Let\'s dedicate Yacoub Shaheen (#Palestinian)\'s #song ""Falastine Al Arousa"" to the #Ukrainian People fighting for the territorial integrity of #Ukraine. #Ukrainian People as resilient as the #Palestinian People.\nhttps://t.co/s1xvZJMO5A \n#Russian #RussiaUkraine #KIEV #WARINUKRAINE'",1
393,b'Every day that passes #Russia wages an illegal war upon a peaceful neighbour. Join the urgent call for a new #NurembergTribunal to investigate #Putin and his cronies for the international crime of #aggression. #StandWithUkraine Sign &amp; RT: https://t.co/2d9xL6fDpx',1
394,"b""I'm surprised he landed. I also saw a Russian Su-25 hit by a MANPAD that landed but this is brutal. At least he looks like he landed. Su-25 is really flying tank.\n#Ukraine #Russia #Su25 https://t.co/3osIkQkLAU""",1
395,"b'#Ukraine In the city of #Kherson, Russian occupiers have twice used force to disperse a peaceful rally on Freedom Square, leaving some people wounded.\n\nContinue reading at https://t.co/YLXKGJAmWK | 10z viral'",0
396,b'Dear @LatestAnonPress are you aware that @renaultgroup continue production in #Russia and the @fia did not exclude @AlpineF1Team (subsidiary) from competing in @F1 ? And @alo_oficial is my favorite but right is right!',0
397,b'https://t.co/en478TgVDg\n\nBeautiful \nHappy moment \n\n#Ukraine #children\n\n#Digital #coding #tech #DevSecOps #CCA #GitOps #automation #innovation #business #MarTech #fintech #IoT #Data #DataScience #Flutter #100DaysOfCode #python #PyTorch #AI #VR #XR #3D #web3 \n#Twitter\n#SOciaLmediA',1
398,"b'The world\xe2\x80\x99s deadliest war isn\xe2\x80\x99t in #Ukraine, but in Ethiopia where Ethiopia &amp; Eritrea have been committing #WarCrimes in #Tigray\n\n@StateDept @SenateForeign @HouseForeign @BradSherman @RepGregoryMeeks @RepMalinowski @ChrisCoons @SenBooker @SenatorMenendez \nhttps://t.co/iuDSXZWgqd'",0
399,b'@McFaul I believe you are telling porkies but I get it \xf0\x9f\x98\x82\n\n#Syria #Russia #Ukraine\xef\xb8\x8f https://t.co/uYUlNVtnJF',0
400,"b'War Criminals #Lavrov and #Putin refuse to accept a neo-tsarist empire is beyond their reach, and they will employ kleptocracy, bribes, threats, lies, bombs, and poison gas to get it. \n\nAnd will drag everyone down when the end comes including the Russian people. #Russia #Moscow https://t.co/EdBxgIL4KX'",0
401,"b""Right then Internet - Here's this weeks challenge.\n\nFind me one image of Vladimir Putin... Doing the Illuminati hand triangle thing.\n\n#Putin #Ukraine #War #Freedom #NWO #ClausShwab #Navalny #Russia #Illuminati #BuildBackBetter #GreatReset #GreatNarrative #GlobalYoungLeaders https://t.co/Q4sbtqvbL7""",0
402,b'Tech Billionaires Rally Around #Nuclear as Energy Crisis Looms. #ukraine  https://t.co/JJJQk8lLq6',1
403,"b'Since the beginning of the operation in #Ukraine, 236 Ukrainian drones, 185 air defenses and 1,547 tanks, vehicles and armored vehicles have been destroyed.\n#Russia #Russia_Ukraine'",0
404,"b'@gentlemens_nft Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
405,b'22/03/2022 #StandWithUkraine #Ukraine #Kharkiv #kyiv #Mariupol  #Odesa #Kherson   ** Not Verified** https://t.co/MwrMslZbp9',0
406,b'Of course we want Ukraine to kick ass. But let us not pretend this is about democracy versus dictatorship. Zelensky is a dictator. He has banned all opposition political parties and has seized control overall media outlets.#Ukraine\xef\xb8\x8f #UkraineWar #UnitedWithUkraine #Russia',0
407,"b'@MarcSebastion @1879RednWhiter @RussianEmbassyC @mfa_russia @CBCCanada @TheCurrentCBC @RadioCanadaInfo Sorry to intrude here. No one here is worried that the Russian army will not ""be fine"". What we are worried about is the devastation they are bringing in #Mariupol and in many other (btw: Russian-speaking!) parts of #Ukraine as a result of an invasion. #StopPutinNOW'",0
408,b'Join @reaves_wes and the deafculture class as they raise funds to donate to @offthegridmissions. Please feel free to stop by Alumni Gate @ohiou and say hello and buy some baked snacks.  #ohiou #deafculture #deafworld #deafcommunity #deafawareness #ukraine',1
409,b'At Jakes 58 Casino you used to be able to donate change to Long Island Food Banks. But even though many US food banks have empty shelves they switched it to aid for Ukraine - who already got $16 billion in US aid. \n#hellscape #Ukraine\n#LongIsland #Hunger https://t.co/sDFvIyqxJw',0
410,"b'@NFTshillaa Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
411,b'One way to help #Ukraine in this war is to degrade the #Russian military. @CommerceGov is restricting the flow of #technology to Russian companies advancing Russia\xe2\x80\x99s #defense sector. Read more in the article by Maia Nikoladze: https://t.co/UNaX3tu6PO https://t.co/vEoojOfL3u',0
412,"b'Can we please return to #Ukraine, @FoxNews! https://t.co/w4pQo8b0lL'",0
413,"b'As a Nation we Indians have our own priorities, we r not interested in lifting burden of Americans Agenda &amp; ego.\n#ShakyResponse comment from @POTUS for Indian stand on #Russia #Ukraine conflict.\nC.c. @DrSJaishankar @narendramodi @RahulGandhi @PawarSpeaks.'",0
414,"b'\xe2\x80\x9cThe #UnitedStates has not yet seen any concrete indications of an imminent #Russian chemical or biological weapons attack in #Ukraine but is closely monitoring streams of intelligence for them, a senior #USA defense official said on Tuesday.\xe2\x80\x9d  https://t.co/L6dasq8AMx'",0
415,"b'@emmygy_ Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
416,"b'I need your help\nThis is a charity\nThank you very much, everyone who helps\n25 Kitten, drawn by the girl Vika 7 years from our team\nShe wanted to put her for sale to donate victims in Ukraine\n#NFT #NFTs #NFTartist #nftart #Ukraine #Help #NFTCommunity 2\nhttps://t.co/t98crP8HF4'",1
417,"b""#BREAKING \n#Russia opens criminal case against journalist over 'false' info on #Russian army""",0
418,"b'New: Indian MEA\'s readout of the call between UK PM @BorisJohnson and Prime Minister Modi says that latter ""reiterated India\xe2\x80\x99s consistent appeal for cessation of hostilities"" in #Ukraine and ""a return to the path of dialogue and diplomacy"". https://t.co/mE81jkiRYK'",0
419,"b""It's obvious that #ImranKhan meetings with #Russia #China #KSA #UAE #Qatar #Afghanistan #Kazakhstan &amp; #Iranian heads in last 2 years had only one point agenda i.e to unite the #asian countries.""",0
420,"b'Almost 4.5 thousand houses, more than 500 educational institutions, more than 100 hospitals - destruction since the beginning of the war\n#news #Ukraine #StopRussia #NoWarInUkraine #UkraineRussianWar #Europe https://t.co/MAMYQiewuO'",0
421,b'Bravo from @CoveaInsplc  for this - saw this on my Swinton dashboard. #Ukraine #Refugees https://t.co/ejYVcVYQou',0
422,"b'@simplynft11 Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
423,"b""@evana2911 @YouTube This video was taken during the production of a russian rap video more than a year ago. Check the upload date, it's from before the war started. It's not related to the war in #Ukraine.\nhttps://t.co/KswmsaUbpq""",1
424,b'#DmitryMedvedev - Re: #Poland siding with #Ukraine \nI guess Mr. Medvedev forgot about #Katyn',0
425,b'#Poutine #Macron #Poutron #Ukraine\n\n#MacronFranceBleu #ScandaleMacron Fillon #MckinseyGate #Mckinsey https://t.co/kMr9RoWTV0',0
426,b'When you use \xe2\x80\x98high precision\xe2\x80\x99 weapons to destroy those vile biolabs in #Ukraine https://t.co/NHEAv7AwAv',0
427,b'EU and USA see #Ukraine as a poor thing. But reality is Ukraine has been killing #Donnass for 8 years!',1
428,"b""If Zelensky's army can't get out here soon - they will be Z\n\xe2\x9a\xa1\xe2\x9a\xa1\xe2\x9a\xa1\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\xf0\x9f\x98\xb5\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n#Ukraine \n#UkraineRussiaWar \n#RussianUkrainianWar \n#Russia \n\xf0\x9f\x92\x94\xf0\x9f\x92\x94\xf0\x9f\x92\x94\xf0\x9f\x92\x94\xf0\x9f\x92\x94\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\nhttps://t.co/iGHLp1zX6r""",0
429,"b""WRT Bulletin \xf0\x9f\x93\xb0\n\n- 3.5 million people displaced from Ukraine\n- #Facebook and #Instagram banned\n- #Civilians continue to be shelled and fired upon\n\nOur top 4 stories from the last few days of #Russia's invasion into #Ukraine. https://t.co/n0XggPGPek""",0
430,"b'\xf0\x9f\x9a\xa8Children in #Ukraine need peace NOW!\n\nDeeply alarmed by #Russia\xe2\x80\x99s targeted attacks on children\xe2\x80\x99s homes, schools, hospitals &amp; orphanages. At least 75 children have been killed, 99 wounded &amp; countless more traumatized.\n\n\xf0\x9f\x87\xb8\xf0\x9f\x87\xaa joins statement expressing solidarity with children in \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 https://t.co/wbe0AeSpUC'",1
431,"b'@Jayecane @Notlaw22 Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
432,"b'I need your help\nThis is a charity\nThank you very much, everyone who helps\n25 Kitten, drawn by the girl Vika 7 years from our team\nShe wanted to put her for sale to donate victims in Ukraine\n#NFT #NFTs #NFTartist #nftart #Ukraine #Help #NFTCommunity\nhttps://t.co/t98crP89Pw'",1
433,b'@Viirnair #Ukraine #UkraineRussianWar #UkraineUnderAttack so what do we see : one men with a mortar in a classroom. Nothing else so proof of nothing except bad propaganda. As to why the russians are attacking schools and hospitals because it is their usual mass terror  tactics',0
434,b'We are dropping our We Are Ukraine NFT Collection tonight so we can help the people of Ukraine. Link will be posted soon. #Ukraine #weareukraine #StandWithUkraine  #NFT #NFTCommunity #NFTdrops',1
435,"b""#StandWithRomani \nStop #discrimination \n\nWhen #Ukrainian ppl discriminate, or challenge against #Russian and other #Minorities, they already lose their legitimacy. Truly there're lots of poor innocent Ukrainian #Refugees r deserved to be sympathized, but #Ukraine is NOT innocent! https://t.co/jF3PjVVFzU""",0
436,"b'read the pinned tweet @UkraineGO1\n \n#RussianUkrainianWar,#UkraineRussianWar,#Ukraine,#UkraineWar,#HelpUkraine,#Charity,#Crypto,#NFT,#NFTs,#NFTCollection,#nftcollector,#NFTCommumity,#NFTLaunch,#NFTdrop,#opensea,#ETH,#BNB,#MATIC,#WETH,#WBTC,#WBNB,#USDT,#USDC,#BUSD,#UkraineGO https://t.co/BPqdOhsXK1'",0
437,"b'Before the invasion of Ukraine, the Russian ex-pat community in Dubai already numbered in the tens of thousands. That number surely is growing. #Ukraine War #Refugees https://t.co/7MA4e7cdfi'",0
438,b'137 military facilities of Ukraine have been destroyed in last 24 hours-- Russia #Ukraine #Russia\nhttps://t.co/sDONUz9cYP https://t.co/MzWQEgmrad',0
439,"b'So long as the Russians are grinding out advances, even at this absurd cost, eventually they prevail. If #Ukraine begins retaking territory, then we can properly say #Russia is losing the war.  \nhttps://t.co/reMVc0hwmT'",1
440,"b'@NFTWooman Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
441,"b'@DropYourNFTs Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
442,"b'@leucinedreams Nothing new.  The censorship by twitter is almost as bad as in #Russia or #Canada .  They pretend otherwise , but we all see it. @Twitter is the worst of the social media platforms as far as censorship goes , hands down.'",0
443,b'FM Wang Yi says China wants peace at international level #Russia #China #OICConference\nhttps://t.co/0y8fYN1b08 https://t.co/cVhM3tHvdY',0
444,b'Biden to broker truce amid raging war?\n#IndiaFirst #Ukraine #RussiaUkraineWar #Russia #UkraineRussia | @gauravcsawant @Geeta_Mohan https://t.co/rQ2X6CCeUv',0
445,"b'Sadly, the skin color of war victims seems to be the biggest indicator of solidarity. While #500DaysOfTigrayGenocide is hushed up, the west is showing solidarity with #Ukraine. #SupportHR6600 @RepJoeWilson @RepMariaSalazar @Trevornoah @Blklivesmatter https://t.co/3Pk240s3i5'",0
446,b'Every day that passes #Russia wages an illegal war upon a peaceful neighbour. Join the urgent call for a new #NurembergTribunal to investigate #Putin and his cronies for the international crime of #aggression. #StandWithUkraine Sign &amp; RT: https://t.co/OmUrpkL7H9',0
447,"b'@hrmiryne Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
448,b'Video : Heavily damaged/destroyed Ukrainian Su-25 aircraft.\n#Russia #Ukraine https://t.co/Broawwun9d',0
449,"b'@SkylerFleur Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
450,"b'Forest fires near Russian-held #Chernobyl nuclear plant raise radiation fears, #Ukraine says - The Washington Post https://t.co/ReXKhQTuaM #wildfire'",0
451,"b""GOVERNOR OF UKRAINE'S DNIPRO REGION SAYS ROCKET STRIKES DESTROY RAIL STATION IN PAVLOHRAD TOWN, KILL ONE PERSON #News #Forex #UKRAINE""",0
452,"b""@EerikNKross quite right. Its unbelievable how ignorant western politicians have been about #putin and #russia's historical background.""",0
453,"b'@NoLieWithBTC White House plans major escalation of NATO\xe2\x80\x99s proxy war with #Russia\nThe US is using the invasion of #Ukraine to reassert its global hegemony, building a #war coalition for \xe2\x80\x9cgreat power conflict\xe2\x80\x9d targeting not only Russia, but China as well. https://t.co/bkIAChRgKl'",0
454,"b""watch all the videos of the #Russian invasion of #Ukraine\nyou can find them here in one playlist Truthfully,\nI'm not lying or promoting to watch,\n..\n#Mariupol\n#UkraineUnderAttack\n#War\n#Kyiv\n#Putin\n#NATO\n#Kherson\n#Odessa \n#Zelenskyy\n#StandWithUkraine\n\xe2\x9a\xa1\xf0\x9f\x91\x8d\xf0\x9f\x91\x87\nhttps://t.co/Ejg2oiVtw2""",1
455,b'@bennyjohnson \xf0\x9f\x9a\xa8 Victoria Nuland actually said all these things about NIOLABS #Russia #Ukraine https://t.co/1JGWwaNJ1i',0
456,b'#President #Biden Joins the Business Roundtable\xe2\x80\x99s CEO Quarterly Meeting https://t.co/BMGgOZcPAS #USpoli #NewWorldOrder #NWO #BozoBiden #KeystoneXL #KeystonePipeline #KeystoneXLPipeline #Ukraine #Russia #WEF #KlausSchwab #KTDI.org #Puppets #QuantumAI #AI #CDNpoli #UKpoli #Sheeple',0
457,b'\xe2\x9d\x97\xef\xb8\x8fDestroyed Su-25 attack aircraft of the Ukrainian Air Force.\n\nThe exact location is unknown.\n\n#Ukraine #Russia #TPYXA https://t.co/Rau5tNROR3',0
458,"b'@Killerbees2022 @MelindaAGorman White House plans major escalation of NATO\xe2\x80\x99s proxy war with #Russia\nThe US is using the invasion of #Ukraine to reassert its global hegemony, building a #war coalition for \xe2\x80\x9cgreat power conflict\xe2\x80\x9d targeting not only Russia, but China as well. https://t.co/bkIAChRgKl'",0
459,"b'@TherealUGman @KOluwaseyin @G24Radio Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
460,b'22/03/2022 #StandWithUkraine #Ukraine #Kharkiv #kyiv #Mariupol  #Odesa #Kherson   ** Verified** https://t.co/U97MDW0JrR',1
461,"b'@Jayecane Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0herIJ #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
462,b'#Russian bestiality! https://t.co/fHrPaP9BvW\n#Russians #EuropeanUnion #EU #Ukraine #Mariupol',0
463,b'Jeff Jackson takes complex issues/information and breaks them down so that ordinary citizens like me can easily understand them.\n\n#NorthCarolina #ncpol #Ukraine #jeffjackson https://t.co/ymhgPxPkYF',1
